No.,内定有無,世代,性別,信頼係数,思索型：内閉性,思索型：客観性,活動型：身体性,活動型：気分性,努力型：持続性,努力型：規則性,積極型：競争性,積極型：自尊心,自制型：慎重性,自制型：弱気さ,日常周辺事型,客観・科学型,社会・経済型,心理・情緒型,審美・芸術型,積極性,協調性,責任感,自己信頼性,指導性,共感性,感情安定性,従順性,自主性,ﾓﾗﾄﾘｱﾑ傾向,達成欲求,親和欲求,求知欲求,顕示欲求,秩序欲求,物質的欲望,危機耐性,自律欲求,支配欲求,勤労意欲,自己：積極実行,自己：意欲熱意,自己：根気強さ,自己：責任感,自己：決断勇気,自己：指導力,自己：リーダー,自己：自己信頼,自己：調整力,自己：折衝力,自己：独創斬新,自己：現状分析,自己：洞察力,自己：企画立案,自己：専門知識,自己：情報活用,定着・安定,判定結果,ﾊﾟｰｿﾅﾘﾃｨｽｹｯﾁ,一般的,精神力,足　腰,集中力,標準化,適性の幅,対人ストレス耐性,目標ストレス耐性,繁忙ストレス耐性,拘束ストレス耐性,総合ストレス耐性,適合度
900,0,２０〜２５才,男,26,61,55,46,38,56,55,38,45,61,42,36,60,34,49,53,44,40,61,50,47,47,57,52,44,41,49,37,39,43,61,47,50,49,45,44,60,100,100,80,80,60,60,60,60,60,40,80,80,80,40,80,9,Ｃ,自分と違った価値観や周囲の雑音にはあまり興味をしめさない。そして、自らが進んで他人との接触を好むというタイプではないが、いったん付き合うとその交友関係を大切にする。それは、価値観の違う大勢の人といるよりも、一人でいる、または気の合った仲間と一緒にいるほうに喜びを感じるということである。どちらかといえば、審美的な生き方をしていて、豊かな内面性をそなえ、自分自身をよく内省している人であることがわかる。そして、状況をあるがままに客観的にとらえ、じっくりと経過と結果の両方向から考える傾向が強く、物事をキチンと把握することができる。そのためか最初のうちは人に冷たいとか、わかりづらいという印象を与えてしまうことがあるが、付き合ってみると思いやりがあり、心やさしい人柄であることがわかる。また、軽はずみな行動は少なく、見通しがつくまで動かない慎重さや手堅さは評価できる。しかし考えすぎるため、大胆な発想をしたり突発的な行動をとることがないので、おもしろさには欠けてしまう。,65,34,29,66,56,43,41,49,53,53,55,0
901,0,２０〜２５才,男,46,58,59,54,59,53,44,53,45,42,54,52,57,50,49,58,59,52,36,59,59,55,45,46,59,51,64,54,66,60,41,68,68,63,60,64,100,80,80,60,100,100,80,100,80,60,100,60,80,80,60,80,-3,Ｃ,客観的であるにもかかわらず、その時の感情や気分などの周期性があり、特性に違いが現れる。主性格は思索性であり、空想的かつ審美的な生き方をしている。一般的にあまり感情を表にあらわさず、自分の内面の中に押し込めてしまうことが多い。世間や周囲のことでは、興味のあることと無いことをハッキリと分別させており、関心のないことに時間を費やすのなら、その分、自分の内面性を豊かにしようと考えている。物事の見方は客観的で、人情や感情にあまり左右されることはなく、常に一歩外側から観察しようとする。また、活動的な特性もそなえているが、身軽に動き回ったりするより、むしろ落ち着いているほうを好んでいる。現在の関心事以外のことや全く新しい環境に馴染むまでには、多少の時間を必要とする。また、気分性の特性がでたときは、張り切って仕事をしていたかと思えば、部屋で落ち込んだようにじっとしているときがある。情緒的にムラがあり、一つのことが長続きしない傾向があるので多少のケアーが必要かもしれない。,31,66,58,56,40,57,48,59,52,43,52,0
902,0,２０〜２５才,男,66,65,67,43,47,59,55,53,45,78,59,59,57,53,46,36,50,44,61,53,59,40,49,50,50,57,79,37,57,55,55,64,57,49,56,57,80,100,100,80,80,100,80,80,80,80,60,80,80,80,80,80,5,Ｂ,過信せず、見通しがつくまで動かない慎重さが本質といえる。思いやりがあり、自分を抑える良さもあるが、問題が起こると自罰的傾向をとり、クヨクヨと取り越し苦労をする傾向がある。どちらかといえば、気弱で引っ込み思案の人である。神経が細かく過敏な性格で、人前にでると緊張し堅くなり、余裕がなくなると多少不安定な行動をとる可能性もある。できるだけ目立たず、隅のほうにいたいという感じで、自信をもった行動力が不足している。一般的には真面目で、一途な人に多くみられるが、ときに、その真面目さが、柔軟性に欠けていると人から見られる。そして、他人との交友関係なども進んでもつほうではなく、関心分野以外のことになると、かかわらないように殻に閉じこもろうとする。よくいえば、自分の内面的な世界の中で審美的な生き方をしているともとれる。ものの見方は客観的で的確に把握しようとする。人情に溺れることなく一歩距離をおいて接するため、冷たい印象を与えることもあるが自分自身については深く内省している。,59,59,55,73,57,56,37,59,53,50,51,0
903,0,２０〜２５才,男,62,48,59,51,33,59,28,50,32,53,42,33,70,42,32,66,50,56,66,56,50,52,61,43,51,36,64,44,51,52,41,50,65,49,45,54,80,100,100,60,60,100,100,80,80,60,60,80,80,60,60,80,17,Ｃ,社会性をそなえていて他人への配慮もみられる。発想は着実でありながら、非常にセンスのよい意見をもっている。また、物事をあるがままに客観的にとらえ、キチンと把握することができる。非常に豊かな内面性をもっているが、周囲の状況に左右されないところがあるため、おっとりしているとか、逆に抜け目がないなどの印象を与えることがある。そして、何事にも真面目で、丹念に取り組むことができ、節度ある常識人という感じでも見られる。努力家であり、手掛けたことはいつまでも大事にし、時間をかけてでも自分に納得のいくまでかかわっていこうとする。難題にぶつかっても、あっさりとあきらめたり放り出したりすることは少なく、とりあえず現状の方法で努力し、違うとなれば次の手段を考えて、もう一度取りかかったりする。派手さはないが安定感があるといえる。自分自身についても深く内省していて、含蓄のある言葉が自然に出たりもする。知識や経験の豊富さにもよるが、参謀的な登用をすれば、組織にも当人にも有益であろう。,48,46,40,63,49,59,49,59,59,53,62,0
904,0,２０〜２５才,女,63,71,42,33,54,30,51,50,41,57,59,56,53,42,35,50,40,40,26,34,53,32,45,55,47,59,49,37,47,41,38,39,34,39,45,44,40,60,40,40,80,80,80,40,20,60,40,60,20,60,20,60,-8,Ｅ,自分の世界に入り込み、周りのことに関心をしめさないような内閉的な傾向がみられる。外界のことへの興味よりも、空想的場面のなかで、あれこれ思いをめぐらせているほうが心地よく感じている。あまりテキパキと動き回ることはなく、一見すると、つかみどころがないとか冷たいという印象を他人に与えてしまうことがあるが、本質は思いやりがあり、心やさしい人柄といえる。また、自分自身について深く内省していて、自分を含めた環境をあるがままに客観的にとらえようとする傾向があり、物事をしっかりと把握している。行動面としては、過信したり過大な評価をせず、確実な見通しがつくまで動かないという慎重なところがある。しかしそれは、引っ込み思案で、控え目な性格であるためだといえる。自分にできることだけを、小さく内々に表現しようとする。遠慮がちで、思い切って果敢な行動にうつれず、人の後ろにつきたがる気弱さがある。人前で緊張したり、気持ちに余裕がなくなる状況になると、多少不安定な行動をとる可能性がある。,36,17,27,38,35,16,39,41,34,56,40,0
905,0,２０〜２５才,女,65,38,59,61,63,50,48,48,50,57,54,40,67,57,35,58,57,61,46,47,53,52,49,50,47,57,60,51,60,52,52,57,53,46,49,64,80,80,80,80,80,80,80,60,80,80,60,80,80,60,40,60,0,Ｃ,身が軽く思いたったことを素早く実行に移すことができる。行動はテキパキしていて、体を動かして物事を解決していく人。また、環境への適応力があり、状況の変化にたやすくついていけ、慎重性をともなえば良いリ−ダ−になりうる人材である。調子に乗れば仕事は早いが、気分屋な所があり、元気よく仕事をしていたかと思うと静かにちんまりとしていることがある。人間的には温かくて人なつこい性格で、世話好きな面がみられる。ただ、長続きしない所があり、多少のケア−が必要かもしれない。,46,56,53,54,52,61,53,52,50,51,45,0
906,0,５６才以上,男,76,71,47,33,54,36,44,53,53,73,80,47,60,50,46,53,37,35,36,17,38,32,36,43,59,76,52,25,45,41,44,47,23,59,34,33,20,100,20,100,20,80,40,20,20,40,20,20,40,40,40,40,-20,Ｅ,過信せず、見通しがつくまで動かない慎重さがこの人の本質である。思いやりがあり、自分をおさえる良さがあるが、問題がおこると自罰的傾向をとり、くよくよと取り越し苦労する面も。気弱で引っ込み思案の人である。自分に自信がなく、快活な面がみられない。神経が細かく過敏な性格で、人前では緊張してかたくなりがちである。余裕がなくなると、多少不安定な行動をとる可能性もでる。一般的にはまじめで一途な人が多いが、柔軟性に欠けおおらかさがない。,26,24,30,39,21,24,34,35,30,47,29,0
907,0,２０〜２５才,男,47,65,63,46,63,36,55,53,32,53,74,40,57,34,55,58,37,26,42,28,41,36,41,50,50,65,60,25,41,41,35,31,34,49,38,44,60,80,40,20,60,40,60,60,60,80,60,40,60,60,60,20,-12,Ｅ,大勢の人が集まるところでは、自分に自信がないせいか、快活に振る舞うことを苦手とする。神経が細かく過敏な性格で、人前では緊張して堅くなりがちである。また、余裕がなくなると不安定な行動をとる可能性がある。一般的には真面目で一途な人に多いが、斬新さや柔軟性に欠け、おおらかさが不足している。常に失敗に対する不安感があるため、これを克服しようとして自分の能力以上に計画をたて、慢性的なイライラ状態になっている感じである。一度、じっくりと自分と向かい合って、その原因をつきとめないとチャランポランさはなくならない。また、自分の殻にこもり、外界に興味をあまりしめさない。他人との接触も煩わしく感じ、交友関係も進んで持とうとしない傾向がある。それよりも空想にでもふけながら、自己の内面世界で遊んでいるほうが幸せを感じている。言いかえれば、美的な生き方をしているともいえるが、気負いや劣等感でギクシャクしている。物事を客観的にみようとする傾向はあるが、それさえもつかみどころがない。,31,22,29,41,30,27,31,40,35,56,35,0
908,0,２０〜２５才,男,57,58,80,58,63,66,51,53,58,61,42,36,43,26,52,78,62,48,61,59,69,50,53,39,54,57,75,48,51,68,71,77,79,56,64,66,100,100,100,100,100,100,100,80,100,100,80,80,80,100,60,60,1,Ｂ,ものの見方が客観的であり、感情に左右されることも少なく、的確な状況把握をしようとする。そのため一見すると、冷静すぎ高慢であるといった印象を与えることもあるが、一歩内にはいりこむと自分自身を深く内省していて、豊かな内面性をもっていることに気づく。そして、人に迷惑をかけたくない、深いかかわりをもちたくないという考えもあり、積極的な人間関係の展開や交友などをあたためるよりは、芸術などの美意識や哲学、または、空想的なところで遊びたいと望んでいる。独自の価値観形成のための興味領域に対して必要な情報収集にはわりと積極的である。また、努力家でもあり、生活ぶりも堅く一歩一歩確実に成果に結びつけようとする。ひとつのことに対して段々と熱中していき、納得のいくまでやろうとする徹底性がある。しかし徹底性といっても、規則や秩序に固守した融通のきかない硬直型というのではなく、臨機応変な柔軟さも持ちあわせている。先を見通すような鋭い感じと、ポカンとしている部分が交互に現れたりもする。,54,66,57,66,55,63,41,64,65,41,54,0
909,0,２０〜２５才,男,80,38,50,67,47,66,63,44,32,69,42,43,47,38,52,70,62,79,76,59,72,70,57,69,42,44,75,58,50,57,71,84,82,49,76,78,100,100,100,100,80,100,100,60,100,60,60,80,100,100,40,60,21,Ａ,落ち着いた雰囲気もあり、何事もはっきりとした見通しがつくまで動かないという慎重さがみられる。また、斬新なアイデアがあるのかもしれないが、その評価の是非を気にするためか、慎重すぎるためか、自分の物差しの中でできる範囲内のことを限定して表現してしまう傾向がある。また、問題が起こると、何事もなかったようにあっさりと流してしまうときと、責任を一人で感じて、いつまでも悩んでしまうようなときとが交互にあらわれる。もう少し、失敗を恐れない図太さがあるとよいが、慎重さ手堅さは評価できる。反面、思いたったことは素早く実行するなど、ポジティブな行動をとることもできる。やや思索性に欠けるきらいがあるが、環境が変っても柔軟に適応することができ、体を動かして物事を解決しようとする。そして、情緒的にも安定していて、一定のリズムをもって生活している。発想も感覚的な部分はあるが、堅実で筋道をたてた理詰めな考え方をすることができる。もっと良い特性を前面に出せばリーダー格になりうる人である。,81,71,63,71,82,71,63,67,68,54,61,0
910,0,２０〜２５才,女,67,58,47,39,54,63,58,38,32,69,65,62,33,34,52,58,49,52,61,28,38,59,36,58,42,50,52,62,51,38,68,77,42,39,41,47,80,80,80,100,40,80,100,60,40,20,20,60,40,20,80,60,12,Ｃ,過信せず、見通しがつくまで動かない慎重さがこの人の本質である。思いやりがあり、自分をおさえる良さがあるが、問題がおこると自罰的傾向をとり、くよくよと取り越し苦労する面も。気弱で引っ込み思案の人である。自分に自信がなく、快活な面がみられない。神経が細かく過敏な性格で、人前では緊張してかたくなりがちである。余裕がなくなると、多少不安定な行動をとる可能性もでる。一般的にはまじめで一途な人が多いが、柔軟性に欠けおおらかさがない。,69,32,43,58,60,34,53,42,50,60,40,0
911,0,２０〜２５才,女,67,48,38,51,50,78,58,48,27,65,59,36,40,34,55,66,46,52,61,50,47,43,61,58,51,50,68,54,51,43,58,64,72,56,41,47,100,100,100,100,40,60,100,40,100,20,60,100,100,80,40,100,15,Ｂ,仕事にも生活にも几帳面で、キチンとしていなければ気がすまないタイプである。手掛け始めたことは、地道にコツコツと努力し、途中で投げ出すことなく最後までやりぬこうとする。徹底性もあり、ときにそれがしつこいという印象になる。常識からはずれた行動をとることなく、あくまでも社会規範に沿った生活を重んじている。そのため杓子定規な判断も多く、斬新さや柔軟さに欠けるきらいがあるが、大きな失敗をしないことは取り柄といえる。また、過信せずある程度の見通しがつくまで行動しない慎重さもある。他人の意見なども自分が納得するまでは、簡単に受け入れることはあまりない。状況の変化に対しては、徹底的に理由を調べてから次の行動へ移ろうとする。そして、自分と他人を比べて考えるようなことはなく、他人には思いやりをもって接しようとしている。よくいえば、自分を抑える良さととれるが、一方では気弱で引っ込み思案であり快活な面がないともいえる。努力型と慎重性、弱気さをもった神経の細かい過敏な性格である。,73,55,53,70,61,50,52,55,59,56,56,0
912,0,５６才以上,女,52,61,50,39,47,56,48,53,53,69,57,36,47,34,43,83,46,48,55,41,56,52,36,46,57,50,52,58,36,46,58,64,44,49,52,44,80,80,80,80,60,80,100,60,80,60,60,80,80,60,40,80,2,Ｄ,状況を鵜呑みにせず、見通しがつくまで容易に行動を起さない慎重さがある。思いやりがあり、自分を抑える良さがあるが、自分に自信がないためか、なにか問題が起こると自分に責任を感じすぎて、取り越し苦労をしてしまう。気弱で引っ込み思案であり、あまり快活な面がみられない。また、柔軟性やおおらかさに欠け、人前では緊張して堅くなりがちで、余裕がなくなると、多少不安定な行動をとる。こうしたことは、神経が細かく過敏なためにおこる。一般的に真面目で一途な人に、このような特性が多くみられる。ときに、漂々とした仙人のような生活ぶりで、空想癖があったりもする。周囲の雑音には全く関心をしめさず、自己の世界に内閉していて、審美的な生き方をしている。また、物事をあるがままに客観的に見ようとする傾向より、主観的に判断することが多い。それなりの判断力をもち、自分で確かに間違いないと思っていても、あくまでも自己の主張をつらぬくというより、その時の雰囲気やその場の状況など環境によって左右される。,57,32,35,49,46,39,49,46,48,47,44,0
913,0,２０〜２５才,女,58,65,29,30,50,36,44,38,37,57,46,50,57,42,43,46,37,26,51,44,32,36,57,58,39,33,55,25,50,38,35,27,38,39,30,36,80,80,100,100,40,60,20,100,20,20,40,60,20,20,20,20,3,Ｅ,周囲の雑音をあまり気にせず、ときに時間を忘れたように何かを空想しているような傾向が見られる。内面的な世界の中で自己表現をすることで、喜びを感じているようである。そして、自らが進んで行動することは少ないものの、情報の収集のためのアンテナは用意している。物事の把握のしかたは客観的であり、結果と経過の両方を大切にする。自分自身についても深く内省していて、客体化した態度をとろうとする。そのためか、人から見ると本音がわかりづらいという印象があり、多少、冷たい感じを受けることがあるが、実のところ、思いやりや自分の感情を抑える良さがあり、豊かな内面性をそなえている。また、明確な見通しがつくまで動かないという慎重なところもある。しかし、その慎重性は、自分の理想があるのに対して、無理のないところで妥協してしまうこともあり、善し悪しというところである。大きな失敗をしないことはひとつの取り柄ではあるが、あれこれと考えすぎる前に、もう少し思いきった行動をとるような姿勢がほしい。,39,23,20,42,38,27,38,43,43,62,51,0
914,0,２０〜２５才,男,44,45,67,54,68,56,36,65,53,65,39,36,50,50,49,53,59,52,55,67,53,59,49,29,62,54,68,65,62,68,44,61,72,59,56,47,80,80,100,80,100,80,80,60,40,80,100,60,80,100,40,100,-1,Ｂ,思い付きは早くカンもよいが、物事を実行に移すに際しては、身軽で迅速というほどではない。多少、尻が重たいとの印象があるが、それはじっくりと考えてから行動しようとするためでもある。自己の内面性は豊かで、自分自身を深く内省している。しかし、気分屋なところがあり、張り切って仕事をしていたかと思えば、いつの間にか沈んでいるといったように、感情に起伏が見られる。よく考えた上で決めたことは必ず実行しようとするが、その日の気分や周囲の状況で予定を変更してしまうことがある。また、どのような人が集まる場所でも、その状況にあわせて対応したり、周囲への気遣いを見せたりもするが、本来は広く浅い対人関係などよりも、価値観や考え方のあった友人との付き合いを大切にしたいと感じている。そして、環境を客観的にとらえようとする傾向が強く、物事をしっかりと把握しようとしていて、全体的な調和より細かい部分、結果だけではなく経過までを観察している。発想は着実であり時としておもしろいアイデアもでる。,51,72,72,53,47,69,52,59,60,39,53,0
915,0,２０〜２５才,男,41,58,55,51,47,63,55,50,45,69,49,47,47,34,52,50,43,44,61,41,53,40,53,52,44,47,55,41,45,55,52,61,48,49,52,52,100,100,80,60,80,100,60,40,80,80,80,100,80,80,40,60,6,Ｃ,他の人がなんと言おうと自分で確信がもてるまで、決して行動には移さない慎重なところがある。軽はずみな行動は少なく、落ち着いた雰囲気と信頼感がある。また、努力を信条とし、何事も丹念に取り組んでいこうとする。出だしはそれほどでもないが、いつまでも持続させることができる。生活ぶりもキチンとしていて、物事は計画書を書いて実行するようなマメな人である。しかし、あくまでも一つのことに執着する頑固さではなく融通性も持っている。それほど規則や秩序を気にするわけでなく、状況に応じた判断ができる。世間の常識はわきまえていても、四角四面で固定的なものでなく、よき社会人として模範的な見方をされる。しかし、慎重であるがゆえ、問題が起こると必要以上に自分を責めることがある。その後は二度と同じ失敗をしないように考えすぎて、行動は控えめになることがある。もう少し、図太さがあり積極的にうってでるところがあると安心して見ていられるリーダーになる。しかし、手堅さや慎重さなど評価できる部分は多い。,56,40,46,55,49,46,42,50,53,52,49,0
916,0,２０〜２５才,男,80,71,67,33,29,66,48,50,41,69,51,52,73,50,29,27,40,26,66,41,41,32,49,36,51,44,43,33,41,46,52,39,50,49,38,27,80,80,80,60,80,40,60,60,40,60,60,80,60,60,60,60,10,Ｄ,自分と違った価値観や周囲の雑音にはあまり興味をしめさない。そして、自らが進んで他人との接触を好むというタイプではないが、いったん付き合うとその交友関係を大切にする。それは、価値観の違う大勢の人といるよりも、一人でいる、または気の合った仲間と一緒にいるほうに喜びを感じるということである。どちらかといえば、審美的な生き方をしていて、豊かな内面性をそなえ、自分自身をよく内省している人であることがわかる。そして、状況をあるがままに客観的にとらえ、じっくりと経過と結果の両方向から考える傾向が強く、物事をキチンと把握することができる。そのためか最初のうちは人に冷たいとか、わかりづらいという印象を与えてしまうことがあるが、付き合ってみると思いやりがあり、心やさしい人柄であることがわかる。また、軽はずみな行動は少なく、見通しがつくまで動かない慎重さや手堅さは評価できる。しかし考えすぎるため、大胆な発想をしたり突発的な行動をとることがないので、おもしろさには欠けてしまう。,48,28,30,50,42,40,30,46,54,51,53,0
917,0,５６才以上,男,40,65,47,39,50,48,40,44,50,61,51,56,43,42,55,50,37,31,46,47,38,43,53,46,50,59,43,21,36,43,38,50,44,52,38,33,40,60,80,40,60,80,80,40,80,40,60,60,60,40,20,60,-7,Ｅ,周囲の雑音をあまり気にせず、ときに時間を忘れたように何かを空想しているような傾向が見られる。内面的な世界の中で自己表現をすることで、喜びを感じているようである。そして、自らが進んで行動することは少ないものの、情報の収集のためのアンテナは用意している。物事の把握のしかたは客観的であり、結果と経過の両方を大切にする。自分自身についても深く内省していて、客体化した態度をとろうとする。そのためか、人から見ると本音がわかりづらいという印象があり、多少、冷たい感じを受けることがあるが、実のところ、思いやりや自分の感情を抑える良さがあり、豊かな内面性をそなえている。また、明確な見通しがつくまで動かないという慎重なところもある。しかし、その慎重性は、自分の理想があるのに対して、無理のないところで妥協してしまうこともあり、善し悪しというところである。大きな失敗をしないことはひとつの取り柄ではあるが、あれこれと考えすぎる前に、もう少し思いきった行動をとるような姿勢がほしい。,36,21,34,37,38,22,36,43,44,51,47,0
918,0,２０〜２５才,女,76,65,63,39,42,59,55,41,37,61,51,33,57,46,35,70,43,56,61,47,50,63,53,55,39,50,71,54,47,43,44,57,57,42,56,50,20,100,100,100,60,60,80,40,80,60,60,80,80,40,20,40,14,Ｂ,自分の世界を大事にして、外界のことに興味がうすい。他人と接触することが面倒であり、交友関係なども進んで持とうとはしない。審美的な生きかたをしていて、自分の信じる価値観のなかで生活している。交友関係は狭いが、つきあいはじめれば深くなる。自分もふくめて環境をあるがままに客観的にとらえようとする傾向がつよく、ものごとをキチンと把握しようとする。人情的にのめりこまず、冷たい印象を他人に与えることがあるが、自分自身について深く内省しているといえ、豊かな内面性をもつ。,68,42,37,71,61,47,49,54,53,56,53,0
919,0,２０〜２５才,男,18,61,63,43,42,42,51,48,53,57,42,56,57,42,40,50,50,48,51,63,50,47,53,46,50,50,64,51,57,50,55,57,53,49,52,50,80,100,80,80,80,60,80,80,80,60,60,80,80,80,60,60,3,Ｃ,自分の世界を大事にして、外界のことに興味がうすい。他人と接触することが面倒であり、交友関係なども進んで持とうとはしない。審美的な生きかたをしていて、自分の信じる価値観のなかで生活している。交友関係は狭いが、つきあいはじめれば深くなる。自分もふくめて環境をあるがままに客観的にとらえようとする傾向がつよく、ものごとをキチンと把握しようとする。人情的にのめりこまず、冷たい印象を他人に与えることがあるが、自分自身について深く内省しているといえ、豊かな内面性をもつ。,43,42,42,59,45,47,44,56,50,48,55,0
920,0,２０〜２５才,男,87,38,47,58,63,42,40,50,37,50,62,47,57,42,46,46,57,61,36,41,56,55,45,39,51,59,52,62,60,50,31,50,50,46,56,61,80,80,60,80,60,80,80,60,100,80,80,80,80,80,60,80,-2,Ｃ,「活動型」と「自制型」の２面性をもっている。本来２つの別人間で１つでは存在しないタイプといえる。活動的な面がはたらいているときは、思い付いた事は素早く実行に移し、新しい環境にも容易に馴染め、状況の変化にもたやすくついていくことができる。しかし、気持ちが乗っている時とそうでない時とが一目瞭然であり、気分で物事に取り組むというような波がある。また自制型の面がでるときは、慎重かつ弱気になりすぎるあまり快活に振舞えないといった面がでてくる。この性格の組合せは、双方で反するところが多く、これを克服しようと能力以上の計画をたてると、慢性的なイライラ状態になってしまう。本来は活動性が主性格であるが、自制型の面がはたらくと、失敗に対する不安のためか、神経が細かく過敏になってしまい、人前では緊張しすぎたり、余裕がなくなると不安定な行動をとることもある。主性格の行動特性をいかすためには、じっくり自分と向かい合い、その原因をつきとめないと、気負いと劣等感でギクシャクしてしまう。,42,48,49,39,50,45,58,48,44,49,42,0
921,0,２０〜２５才,男,80,48,42,51,33,66,44,44,32,85,49,43,40,42,43,70,49,52,71,50,53,50,61,46,50,50,68,41,47,50,61,68,65,39,52,64,100,100,100,100,80,100,100,80,100,80,60,60,60,80,60,80,23,Ｃ,他の人がなんと言おうと自分で確信がもてるまで、決して行動には移さない慎重なところがある。軽はずみな行動は少なく、落ち着いた雰囲気と信頼感がある。また、努力を信条とし、何事も丹念に取り組んでいこうとする。出だしはそれほどでもないが、いつまでも持続させることができる。生活ぶりもキチンとしていて、物事は計画書を書いて実行するようなマメな人である。しかし、あくまでも一つのことに執着する頑固さではなく融通性も持っている。それほど規則や秩序を気にするわけでなく、状況に応じた判断ができる。世間の常識はわきまえていても、四角四面で固定的なものでなく、よき社会人として模範的な見方をされる。しかし、慎重であるがゆえ、問題が起こると必要以上に自分を責めることがある。その後は二度と同じ失敗をしないように考えすぎて、行動は控えめになることがある。もう少し、図太さがあり積極的にうってでるところがあると安心して見ていられるリーダーになる。しかし、手堅さや慎重さなど評価できる部分は多い。,63,47,42,61,57,49,50,60,60,54,58,0
922,0,２０〜２５才,男,80,41,42,61,42,82,58,50,45,61,51,43,67,57,40,46,69,70,82,53,62,63,49,55,51,44,68,58,62,63,77,84,65,56,72,75,100,100,100,80,100,100,100,100,100,80,100,80,100,80,80,100,14,Ａ,几帳面であり手掛けたことはとことん追求する徹底性もみられる。しかし、几帳面といっても、細かいことまでこだわるというより全体のまとまりを見たり、また、整理整頓は好ましいことだと思っていても、いつもきれいでなければ気がすまないというほどではない。物事の判断のしかたは、堅実というイメージであるが、ときに突発的な発想をしたりもする。行動力もあり、身軽で多少の困難にも粘り強い姿勢で対応することができる。ただ、規則や秩序を大切にしている常識家であり、決定事項などは必ず守るといった社会通念が強いあまり、お堅い人との印象を与えることもある。新しい環境などには比較的とけこむのが早く適応力がある。初対面では馴染みにくそうに思われることもあるが、本人は誰とでも気軽に話すことができ、すぐに親しくなれるような庶民的な雰囲気がある。精神的にもわりと安定していて、常に自分のリズムを一定に保つことができる。世話好きで親切な側面もあり、集団のリーダー格として活躍できる可能性をもっている。,81,79,68,69,76,75,61,63,69,46,56,0
923,0,２０〜２５才,男,59,68,55,39,54,56,44,44,32,69,57,40,57,57,32,62,43,44,55,41,41,50,49,52,44,59,55,44,60,48,41,43,50,46,34,39,100,80,80,60,60,60,80,60,60,20,40,60,60,40,40,60,4,Ｄ,過信せず、見通しがつくまで動かない慎重さが本質といえる。思いやりがあり、自分を抑える良さもあるが、問題が起こると自罰的傾向をとり、クヨクヨと取り越し苦労をする傾向がある。どちらかといえば、気弱で引っ込み思案の人である。神経が細かく過敏な性格で、人前にでると緊張し堅くなり、余裕がなくなると多少不安定な行動をとる可能性もある。できるだけ目立たず、隅のほうにいたいという感じで、自信をもった行動力が不足している。一般的には真面目で、一途な人に多くみられるが、ときに、その真面目さが、柔軟性に欠けていると人から見られる。そして、他人との交友関係なども進んでもつほうではなく、関心分野以外のことになると、かかわらないように殻に閉じこもろうとする。よくいえば、自分の内面的な世界の中で審美的な生き方をしているともとれる。ものの見方は客観的で的確に把握しようとする。人情に溺れることなく一歩距離をおいて接するため、冷たい印象を与えることもあるが自分自身については深く内省している。,46,30,32,57,32,41,43,46,49,59,45,0
924,0,２０〜２５才,男,67,61,76,49,29,59,44,61,37,73,51,52,40,42,49,53,40,35,46,47,59,28,53,39,65,50,71,30,47,60,47,68,42,66,52,47,100,100,80,100,100,100,100,100,80,60,60,80,80,100,60,60,2,Ｄ,自分と違った価値観や周囲の雑音にはあまり興味をしめさない。そして、自らが進んで他人との接触を好むというタイプではないが、いったん付き合うとその交友関係を大切にする。それは、価値観の違う大勢の人といるよりも、一人でいる、または気の合った仲間と一緒にいるほうに喜びを感じるということである。どちらかといえば、審美的な生き方をしていて、豊かな内面性をそなえ、自分自身をよく内省している人であることがわかる。そして、状況をあるがままに客観的にとらえ、じっくりと経過と結果の両方向から考える傾向が強く、物事をキチンと把握することができる。そのためか最初のうちは人に冷たいとか、わかりづらいという印象を与えてしまうことがあるが、付き合ってみると思いやりがあり、心やさしい人柄であることがわかる。また、軽はずみな行動は少なく、見通しがつくまで動かない慎重さや手堅さは評価できる。しかし考えすぎるため、大胆な発想をしたり突発的な行動をとることがないので、おもしろさには欠けてしまう。,42,44,51,48,36,53,31,56,47,43,52,0
925,0,２０〜２５才,女,74,38,67,61,38,72,48,48,41,53,46,47,57,30,49,50,66,70,66,56,76,52,57,58,44,41,68,54,71,68,47,50,65,52,67,72,100,100,100,100,60,100,100,60,100,60,60,100,80,80,60,100,12,Ａ,どちらかといえば、性格的な派手さはなく地味なほうだといえる。一度はじめたことは時間がかかっても途中で投げ出すことはなく、持続させていくことができる。努力を信条としていて、自分が納得いくまで取り組まないと気がすまない性分であり、何事も徹底的に追求しようとする。そして、自分なりに確たる信念や社会通念を持っているのだが、規則や秩序に対して頑固にこだわるというほどではない。発想は堅苦しいものばかりではなく、ユニークさも持ちあわせていて、独自の価値観のもとで自発的、自主的な組立をして考え判断する。また、思い立ったらすぐ実行に移すという身軽さより、物事は自分の納得がいくまでじっくりと考えてから行動する。決して自己の世界に閉じこもり暗いという印象はなく、社会性も持ちあわせている。交友関係もほどほどにあり、考え方も現実的で自分なりに社会的アンテナも張っている。自分を深く内省していて、豊かな内面性をもっている。そして、客観的なものの見方ができ、正確に状況を把握しようとする。,65,69,60,69,69,76,54,65,64,50,59,0
